geo_accession	sex	ploidy	cell_type
GSM491370	n/a	disomic	sorted leukemic blast cells
GSM491371	n/a	disomic	sorted leukemic blast cells
GSM491372	n/a	disomic	sorted leukemic blast cells
GSM491373	n/a	disomic	sorted leukemic blast cells
GSM491374	n/a	disomic	sorted leukemic blast cells
GSM491375	n/a	disomic	sorted leukemic blast cells
GSM491376	n/a	disomic	sorted leukemic blast cells
GSM491377	n/a	disomic	sorted leukemic blast cells
GSM495453	n/a	n/a	ES cell
GSM495454	n/a	n/a	ES cell
GSM495455	n/a	n/a	ES cell
GSM495456	n/a	n/a	ES cell
GSM495457	n/a	n/a	ES cell
GSM495458	n/a	n/a	ES cell
GSM495459	n/a	n/a	ES cell
GSM495460	n/a	n/a	ES cell
GSM495461	n/a	n/a	ES cell
GSM495462	n/a	n/a	ES cell
GSM495463	n/a	n/a	ES cell
GSM495464	n/a	n/a	ES cell
GSM495465	n/a	n/a	ES cell
GSM495466	n/a	n/a	ES cell
GSM495467	n/a	n/a	ES cell
GSM495468	n/a	n/a	ES cell
GSM495469	n/a	n/a	ES cell
GSM495470	n/a	n/a	ES cell
GSM495471	n/a	n/a	ES cell
GSM495472	n/a	n/a	ES cell
GSM495473	n/a	n/a	ES cell
GSM495474	n/a	n/a	ES cell
GSM495475	n/a	n/a	ES cell
GSM495476	n/a	n/a	ES cell
GSM495477	n/a	n/a	ES cell
GSM495478	n/a	n/a	ES cell
GSM495479	n/a	n/a	ES cell
GSM495480	n/a	n/a	ES cell
GSM495481	n/a	n/a	ES cell
GSM495482	n/a	n/a	ES cell
GSM495483	n/a	n/a	ES cell
GSM495484	n/a	n/a	ES cell
GSM495485	n/a	n/a	ES cell
GSM495486	n/a	n/a	ES cell
GSM495487	n/a	n/a	ES cell
GSM495488	n/a	n/a	ES cell
GSM495489	n/a	n/a	ES cell
GSM495490	n/a	n/a	ES cell
GSM495491	n/a	n/a	ES cell
GSM495492	n/a	n/a	ES cell
GSM495493	n/a	n/a	ES cell
GSM495494	n/a	n/a	ES cell
GSM495495	n/a	n/a	ES cell
GSM495496	n/a	n/a	ES cell
GSM495497	n/a	n/a	ES cell
GSM495498	n/a	n/a	ES cell
GSM495499	n/a	n/a	ES cell
GSM495500	n/a	n/a	ES cell
GSM495501	n/a	n/a	ES cell
GSM495502	n/a	n/a	ES cell
GSM495503	n/a	n/a	ES cell
GSM495504	n/a	n/a	ES cell
GSM495505	n/a	n/a	ES cell
GSM495506	n/a	n/a	ES cell
GSM495507	n/a	n/a	ES cell
GSM495508	n/a	n/a	ES cell
GSM495509	n/a	n/a	ES cell
GSM495510	n/a	n/a	ES cell
GSM495511	n/a	n/a	ES cell
GSM495512	n/a	n/a	ES cell
GSM495513	n/a	n/a	ES cell
GSM495514	n/a	n/a	ES cell
GSM495515	n/a	n/a	ES cell
GSM495516	n/a	n/a	ES cell
GSM495517	n/a	n/a	ES cell
GSM495518	n/a	n/a	ES cell
GSM495519	n/a	n/a	ES cell
GSM495520	n/a	n/a	ES cell
GSM495521	n/a	n/a	ES cell
GSM495522	n/a	n/a	ES cell
GSM495523	n/a	n/a	ES cell
GSM495524	n/a	n/a	ES cell
GSM495525	n/a	n/a	ES cell
GSM495526	n/a	n/a	ES cell
GSM495527	n/a	n/a	ES cell
GSM495528	n/a	n/a	ES cell
GSM495529	n/a	n/a	ES cell
GSM495530	n/a	n/a	ES cell
GSM495531	n/a	n/a	ES cell
GSM495532	n/a	n/a	ES cell
GSM495533	n/a	n/a	ES cell
GSM495534	n/a	n/a	ES cell
GSM495535	n/a	n/a	ES cell
GSM495536	n/a	n/a	ES cell
GSM495537	n/a	n/a	ES cell
GSM495538	n/a	n/a	ES cell
GSM495539	n/a	n/a	ES cell
GSM495540	n/a	n/a	ES cell
GSM495541	n/a	n/a	ES cell
GSM495542	n/a	n/a	ES cell
GSM495543	n/a	n/a	ES cell
GSM495544	n/a	n/a	ES cell
GSM495545	n/a	n/a	ES cell
GSM495546	n/a	n/a	ES cell
GSM495547	n/a	n/a	ES cell
GSM495548	n/a	n/a	ES cell
GSM495549	n/a	n/a	ES cell
GSM495550	n/a	n/a	ES cell
GSM495551	n/a	n/a	ES cell
GSM495552	n/a	n/a	ES cell
GSM495553	n/a	n/a	ES cell
GSM495554	n/a	n/a	ES cell
GSM495555	n/a	n/a	ES cell
GSM495556	n/a	n/a	ES cell
GSM495557	n/a	n/a	ES cell
GSM495558	n/a	n/a	ES cell
GSM495559	n/a	n/a	ES cell
GSM495560	n/a	n/a	ES cell
GSM495561	n/a	n/a	ES cell
GSM495562	n/a	n/a	ES cell
GSM495563	n/a	n/a	ES cell
GSM495564	n/a	n/a	ES cell
GSM495565	n/a	n/a	ES cell
GSM495566	n/a	n/a	ES cell
GSM523115	n/a	disomic	n/a
GSM523116	n/a	disomic	n/a
GSM523117	n/a	disomic	n/a
GSM523118	n/a	disomic	n/a
GSM523119	n/a	disomic	n/a
GSM523120	n/a	disomic	n/a
GSM523121	n/a	disomic	n/a
GSM523122	n/a	disomic	n/a
GSM523123	n/a	disomic	n/a
GSM523124	n/a	disomic	n/a
GSM523125	n/a	disomic	n/a
GSM523126	n/a	disomic	n/a
GSM523127	n/a	disomic	n/a
GSM523128	n/a	disomic	n/a
GSM523129	n/a	disomic	n/a
GSM523130	n/a	disomic	n/a
GSM523131	n/a	disomic	n/a
GSM523132	n/a	disomic	n/a
GSM523133	n/a	disomic	n/a
GSM523134	n/a	disomic	n/a
GSM523135	n/a	disomic	n/a
GSM523136	n/a	disomic	n/a
GSM523137	n/a	disomic	n/a
GSM523138	n/a	disomic	n/a
GSM523139	n/a	disomic	n/a
GSM523140	n/a	disomic	n/a
GSM523141	n/a	disomic	n/a
GSM523142	n/a	disomic	n/a
GSM523143	n/a	disomic	n/a
GSM523144	n/a	disomic	n/a
GSM523145	n/a	disomic	n/a
GSM523146	n/a	disomic	n/a
GSM523147	n/a	disomic	n/a
GSM523148	n/a	disomic	n/a
GSM523149	n/a	disomic	n/a
GSM523150	n/a	disomic	n/a
GSM523151	n/a	disomic	n/a
GSM523152	n/a	disomic	n/a
GSM523153	n/a	disomic	n/a
GSM523154	n/a	disomic	n/a
GSM523155	n/a	disomic	n/a
GSM523156	n/a	disomic	n/a
GSM523157	n/a	disomic	n/a
GSM523158	n/a	disomic	n/a
GSM523159	n/a	disomic	n/a
GSM523160	n/a	disomic	n/a
GSM523161	n/a	disomic	n/a
GSM523162	n/a	disomic	n/a
GSM523163	n/a	disomic	n/a
GSM6921395	female	disomic	n/a
GSM6921396	female	disomic	n/a
GSM6921397	female	disomic	n/a
GSM6921398	female	disomic	n/a
GSM6921399	female	disomic	n/a
GSM6921400	female	disomic	n/a
GSM6921401	female	disomic	n/a
GSM6921402	female	disomic	n/a
GSM6921403	female	disomic	n/a
GSM6921404	female	disomic	n/a
GSM6921405	female	disomic	n/a
GSM6921406	female	disomic	n/a
GSM6921407	female	disomic	n/a
GSM6921408	female	disomic	n/a
GSM6921409	female	disomic	n/a
GSM6921410	female	disomic	n/a
GSM6921411	female	disomic	n/a
GSM6921412	female	disomic	n/a
GSM6921413	female	disomic	n/a
GSM6921414	female	disomic	n/a
GSM6921415	female	disomic	n/a
GSM6921416	female	disomic	n/a
GSM6921417	female	disomic	n/a
GSM6921418	female	disomic	n/a
GSM6921419	female	disomic	n/a
GSM6921420	female	disomic	n/a
GSM6921421	female	disomic	n/a
GSM6921422	female	disomic	n/a
GSM6921423	female	disomic	n/a
GSM6921424	female	disomic	n/a
GSM6921425	female	disomic	n/a
GSM6921426	female	disomic	n/a
GSM6921427	female	disomic	n/a
GSM6921428	female	disomic	n/a
GSM6921429	female	disomic	n/a
GSM6921430	female	disomic	n/a
GSM6921431	female	disomic	n/a
GSM6921432	female	disomic	n/a
GSM6921433	female	disomic	n/a
GSM6921434	female	disomic	n/a
GSM6921435	female	disomic	n/a
GSM6921436	female	disomic	n/a
GSM6921437	female	disomic	n/a
GSM6921438	female	disomic	n/a
GSM6921439	female	disomic	n/a
GSM6921440	female	disomic	n/a
GSM6921441	female	disomic	n/a
GSM6921442	female	disomic	n/a
GSM6921443	female	disomic	n/a
GSM6921444	female	disomic	n/a
GSM6921445	female	disomic	n/a
GSM6921446	female	disomic	n/a
GSM6921447	female	disomic	n/a
GSM6921448	female	disomic	n/a
GSM6921449	female	disomic	n/a
GSM6921450	female	disomic	n/a
GSM6921451	female	disomic	n/a
GSM6921452	female	disomic	n/a
GSM6921453	female	disomic	n/a
GSM6921454	female	disomic	n/a
GSM6921455	female	disomic	n/a
GSM6921456	female	disomic	n/a
GSM6921457	female	disomic	n/a
GSM6921458	female	disomic	n/a
GSM6921459	female	disomic	n/a
GSM6921460	female	disomic	n/a
GSM6921461	female	disomic	n/a
GSM6921462	female	disomic	n/a
GSM6921463	female	disomic	n/a
GSM6921464	female	disomic	n/a
GSM6921465	female	disomic	n/a
GSM6921466	female	disomic	n/a
GSM6921467	female	disomic	n/a
GSM6921468	female	disomic	n/a
GSM6921469	female	disomic	n/a
GSM6921470	female	disomic	n/a
GSM6921471	female	disomic	n/a
GSM6921472	female	disomic	n/a
GSM6921473	female	disomic	n/a
GSM6921474	female	disomic	n/a
GSM6921475	female	disomic	n/a
GSM6921476	female	disomic	n/a
GSM6921477	female	disomic	n/a
GSM6921478	female	disomic	n/a
GSM6921479	female	disomic	n/a
GSM6921480	female	disomic	n/a
GSM6921481	female	disomic	n/a
GSM6921482	female	disomic	n/a
GSM6921483	female	disomic	n/a
GSM756878	n/a	disomic	Down Syndrome megakaryoblastic leukemia cell line
GSM756879	n/a	disomic	Down Syndrome megakaryoblastic leukemia cell line
GSM756880	n/a	disomic	Down Syndrome megakaryoblastic leukemia cell line
GSM756881	n/a	disomic	Down Syndrome megakaryoblastic leukemia cell line
GSM756882	n/a	disomic	Down Syndrome megakaryoblastic leukemia cell line
GSM756883	n/a	disomic	Down Syndrome megakaryoblastic leukemia cell line
GSM756884	n/a	disomic	Down Syndrome megakaryoblastic leukemia cell line
GSM756885	n/a	disomic	Down Syndrome megakaryoblastic leukemia cell line
GSM756886	n/a	disomic	Down Syndrome megakaryoblastic leukemia cell line
GSM756887	n/a	disomic	Down Syndrome megakaryoblastic leukemia cell line
GSM1514033	female	n/a	n/a
GSM1514034	male	n/a	n/a
GSM1514035	female	disomic	n/a
GSM1514036	female	trisomic	n/a
GSM1514037	female	disomic	n/a
GSM1514038	male	n/a	n/a
GSM1514039	male	n/a	n/a
GSM1514040	female	trisomic	n/a
GSM1514041	female	disomic	n/a
GSM1514042	male	n/a	n/a
GSM1514043	male	n/a	n/a
GSM1514044	female	n/a	n/a
GSM1514045	male	disomic	n/a
GSM1514046	female	n/a	n/a
GSM1514047	male	n/a	n/a
GSM1514048	female	disomic	n/a
GSM1514049	female	n/a	n/a
GSM1514050	male	n/a	n/a
GSM1514051	male	disomic	n/a
GSM1514052	female	n/a	n/a
GSM1514053	female	disomic	n/a
GSM1514054	female	disomic	n/a
GSM1514055	female	n/a	n/a
GSM1514056	male	n/a	n/a
GSM1514057	female	disomic	n/a
GSM1514058	male	disomic	n/a
GSM1514059	male	n/a	n/a
GSM1514060	male	n/a	n/a
GSM1514061	female	n/a	n/a
GSM1514062	male	n/a	n/a
GSM1514063	female	n/a	n/a
GSM1514064	female	n/a	n/a
GSM1514065	male	n/a	n/a
GSM1514066	female	disomic	n/a
GSM1514067	male	trisomic	n/a
GSM1514068	female	n/a	n/a
GSM1514069	female	trisomic	n/a
GSM1514070	female	disomic	n/a
GSM1514071	female	n/a	n/a
GSM1514072	male	disomic	n/a
GSM1514073	male	n/a	n/a
GSM1514074	female	disomic	n/a
GSM1514075	female	n/a	n/a
GSM1514076	male	n/a	n/a
GSM1514077	female	n/a	n/a
GSM1514078	female	n/a	n/a
GSM1514079	female	n/a	n/a
GSM1514080	female	disomic	n/a
GSM1514081	male	trisomic	n/a
GSM1514082	male	n/a	n/a
GSM1514083	male	n/a	n/a
GSM1514084	male	disomic	n/a
GSM1514085	female	trisomic	n/a
GSM1514086	male	n/a	n/a
GSM1514087	male	n/a	n/a
GSM1514088	female	disomic	n/a
GSM1514089	female	trisomic	n/a
GSM1514090	male	trisomic	n/a
GSM1514091	male	n/a	n/a
GSM1514092	female	disomic	n/a
GSM1514093	male	disomic	n/a
GSM1514094	male	n/a	n/a
GSM1514095	male	n/a	n/a
GSM1514096	male	disomic	n/a
GSM1514097	male	disomic	n/a
GSM1514098	male	n/a	n/a
GSM1514099	female	disomic	n/a
GSM1514100	female	n/a	n/a
GSM1514101	male	n/a	n/a
GSM1514102	male	n/a	n/a
GSM1514103	male	disomic	n/a
GSM1514104	female	disomic	n/a
GSM1514105	male	trisomic	n/a
GSM1514106	male	disomic	n/a
GSM1514107	male	n/a	n/a
GSM1514108	male	n/a	n/a
GSM1514109	male	trisomic	n/a
GSM1514110	female	n/a	n/a
GSM1514111	male	n/a	n/a
GSM1514112	male	n/a	n/a
GSM1514113	male	n/a	n/a
GSM1514114	male	n/a	n/a
GSM1514115	male	n/a	n/a
GSM1514116	male	n/a	n/a
GSM1514117	male	disomic	n/a
GSM1514118	male	n/a	n/a
GSM1514119	female	n/a	n/a
GSM1514120	female	trisomic	n/a
GSM1514121	female	n/a	n/a
GSM1514122	female	trisomic	n/a
GSM1514123	male	disomic	n/a
GSM1514124	male	disomic	n/a
GSM1514125	female	trisomic	n/a
GSM1514126	male	disomic	n/a
GSM1514127	male	trisomic	n/a
GSM1514128	female	disomic	n/a
GSM1514129	female	n/a	n/a
GSM1514130	male	disomic	n/a
GSM1514131	male	n/a	n/a
GSM1514132	female	n/a	n/a
GSM1514133	female	disomic	n/a
GSM1514134	male	disomic	n/a
GSM1514135	male	disomic	n/a
GSM1514136	female	disomic	n/a
GSM1514137	female	n/a	n/a
GSM1514138	female	disomic	n/a
GSM1514139	male	n/a	n/a
GSM1514140	male	disomic	n/a
GSM1514141	male	trisomic	n/a
GSM1514142	female	disomic	n/a
GSM1514143	female	disomic	n/a
GSM1514144	female	disomic	n/a
GSM1514145	female	disomic	n/a
GSM1514146	male	disomic	n/a
GSM1514147	female	trisomic	n/a
GSM1514148	male	trisomic	n/a
GSM1514149	female	n/a	n/a
GSM1514150	male	trisomic	n/a
GSM1514151	female	disomic	n/a
GSM1514152	female	n/a	n/a
GSM1514153	male	trisomic	n/a
GSM1514154	female	n/a	n/a
GSM1514155	male	disomic	n/a
GSM1514156	male	n/a	n/a
GSM1514157	female	n/a	n/a
GSM1514158	male	n/a	n/a
GSM1514159	female	n/a	n/a
GSM1514160	female	disomic	n/a
GSM1514161	male	disomic	n/a
GSM1514162	male	n/a	n/a
GSM1514163	female	n/a	n/a
GSM1514164	female	n/a	n/a
GSM1514165	male	disomic	n/a
GSM1514166	male	disomic	n/a
GSM1514167	male	trisomic	n/a
GSM1514168	female	n/a	n/a
GSM1514169	female	n/a	n/a
GSM1514170	female	disomic	n/a
GSM1514171	female	n/a	n/a
GSM1514172	female	trisomic	n/a
GSM1514173	female	trisomic	n/a
GSM1514174	female	disomic	n/a
GSM1514175	male	disomic	n/a
GSM1514176	male	disomic	n/a
GSM1514177	male	n/a	n/a
GSM1514178	male	disomic	n/a
GSM1514179	male	n/a	n/a
GSM1514180	male	n/a	n/a
GSM1514181	male	disomic	n/a
GSM1514182	female	n/a	n/a
GSM1514183	male	n/a	n/a
GSM1514184	female	n/a	n/a
GSM1514185	male	n/a	n/a
GSM1514186	male	disomic	n/a
GSM1514187	male	n/a	n/a
GSM1514188	female	trisomic	n/a
GSM1514189	female	disomic	n/a
GSM1514190	male	n/a	n/a
GSM1514191	female	n/a	n/a
GSM1514192	female	disomic	n/a
GSM1514193	female	n/a	n/a
GSM1514194	male	disomic	n/a
GSM1514195	male	n/a	n/a
GSM1514196	female	disomic	n/a
GSM1514197	male	n/a	n/a
GSM1514198	female	n/a	n/a
GSM1514199	female	n/a	n/a
GSM1514200	male	disomic	n/a
GSM1514201	male	n/a	n/a
GSM1514202	female	n/a	n/a
GSM1514203	female	n/a	n/a
GSM1514204	female	trisomic	n/a
GSM1514205	male	trisomic	n/a
GSM1514206	male	n/a	n/a
GSM1514207	male	n/a	n/a
GSM1514208	male	disomic	n/a
GSM1514209	male	disomic	n/a
GSM1514210	male	n/a	n/a
GSM1514211	female	trisomic	n/a
GSM1514212	male	n/a	n/a
GSM1514213	female	n/a	n/a
GSM1514214	male	n/a	n/a
GSM1514215	male	n/a	n/a
GSM1514216	male	n/a	n/a
GSM1514217	male	disomic	n/a
GSM1514218	male	n/a	n/a
GSM1514219	male	n/a	n/a
GSM1514220	female	n/a	n/a
GSM1514221	male	n/a	n/a
GSM1514222	female	disomic	n/a
GSM1514223	female	disomic	n/a
GSM1514224	male	n/a	n/a
GSM1514225	male	n/a	n/a
GSM1514226	male	disomic	n/a
GSM1514227	male	n/a	n/a
GSM1514228	female	trisomic	n/a
GSM1514229	female	n/a	n/a
GSM1514230	male	n/a	n/a
GSM1514231	male	n/a	n/a
GSM1514232	male	n/a	n/a
GSM1514233	male	n/a	n/a
GSM1514234	male	n/a	n/a
GSM1514235	female	n/a	n/a
GSM1514236	female	n/a	n/a
GSM1514237	female	n/a	n/a
GSM1514238	male	n/a	n/a
GSM1514239	male	trisomic	n/a
GSM1514240	female	n/a	n/a
GSM1514241	female	n/a	n/a
GSM1514242	male	n/a	n/a
GSM1514243	female	disomic	n/a
GSM1514244	male	n/a	n/a
GSM1514245	male	disomic	n/a
GSM1514246	male	n/a	n/a
GSM1514247	female	disomic	n/a
GSM1514248	female	n/a	n/a
GSM1514249	female	disomic	n/a
GSM1514250	female	n/a	n/a
GSM1514251	female	n/a	n/a
GSM1514252	male	disomic	n/a
GSM1514253	male	disomic	n/a
GSM1514254	male	n/a	n/a
GSM1514255	male	n/a	n/a
GSM1514256	female	n/a	n/a
GSM1514257	male	disomic	n/a
GSM1514258	male	disomic	n/a
GSM1514259	male	n/a	n/a
GSM1514260	male	disomic	n/a
GSM1514261	male	n/a	n/a
GSM1514262	male	n/a	n/a
GSM1514263	female	n/a	n/a
GSM1514264	male	disomic	n/a
GSM1514265	female	n/a	n/a
GSM1514266	male	n/a	n/a
GSM1514267	male	disomic	n/a
GSM1514268	male	disomic	n/a
GSM1514269	male	n/a	n/a
GSM1514270	male	n/a	n/a
GSM1514271	male	disomic	n/a
GSM1514272	male	n/a	n/a
GSM1514273	female	disomic	n/a
GSM1514274	male	disomic	n/a
GSM1514275	female	n/a	n/a
GSM1514276	male	n/a	n/a
GSM1514277	male	n/a	n/a
GSM1514278	male	n/a	n/a
GSM1514279	female	trisomic	n/a
GSM1514280	female	disomic	n/a
GSM1514281	male	n/a	n/a
GSM1514282	male	trisomic	n/a
GSM1514283	female	disomic	n/a
GSM1514284	male	n/a	n/a
GSM1514285	male	n/a	n/a
GSM1514286	female	n/a	n/a
GSM1514287	female	disomic	n/a
GSM1514288	female	n/a	n/a
GSM1514289	female	n/a	n/a
GSM1514290	female	disomic	n/a
GSM1514291	male	trisomic	n/a
GSM1514292	female	n/a	n/a
GSM1514293	female	n/a	n/a
GSM1514294	male	disomic	n/a
GSM1514295	female	trisomic	n/a
GSM1514296	male	trisomic	n/a
GSM1514297	male	trisomic	n/a
GSM1514298	male	n/a	n/a
GSM1514299	male	disomic	n/a
GSM1514300	male	n/a	n/a
GSM1514301	male	disomic	n/a
GSM1514302	male	n/a	n/a
GSM1514303	male	disomic	n/a
GSM1514304	male	disomic	n/a
GSM1514305	female	trisomic	n/a
GSM1514306	female	disomic	n/a
GSM1514307	female	n/a	n/a
GSM1514308	female	disomic	n/a
GSM1514309	female	n/a	n/a
GSM1514310	male	n/a	n/a
GSM1514311	female	n/a	n/a
GSM1514312	female	disomic	n/a
GSM1514313	female	disomic	n/a
GSM1514314	female	n/a	n/a
GSM1514315	female	trisomic	n/a
GSM1514316	female	n/a	n/a
GSM1514317	male	disomic	n/a
GSM1514318	female	n/a	n/a
GSM1514319	male	n/a	n/a
GSM1514320	male	n/a	n/a
GSM1514321	male	n/a	n/a
GSM1514322	female	disomic	n/a
GSM1514323	female	n/a	n/a
GSM1514324	female	n/a	n/a
GSM1514325	male	n/a	n/a
GSM1514326	female	trisomic	n/a
GSM1514327	male	n/a	n/a
GSM1514328	male	trisomic	n/a
GSM1514329	male	n/a	n/a
GSM1514330	male	n/a	n/a
GSM1514331	female	disomic	n/a
GSM1514332	male	n/a	n/a
GSM1514333	male	n/a	n/a
GSM1514334	male	disomic	n/a
GSM1514335	male	trisomic	n/a
GSM1514336	male	n/a	n/a
GSM1514337	male	trisomic	n/a
GSM1514338	female	trisomic	n/a
GSM1514339	male	disomic	n/a
GSM1514340	female	n/a	n/a
GSM1514341	male	n/a	n/a
GSM1514342	female	trisomic	n/a
GSM1514343	female	disomic	n/a
GSM1514344	female	disomic	n/a
GSM1514345	male	n/a	n/a
GSM1514346	female	n/a	n/a
GSM1514347	male	n/a	n/a
GSM1514348	female	n/a	n/a
GSM1514349	female	disomic	n/a
GSM1514350	female	disomic	n/a
GSM1514351	male	disomic	n/a
GSM1514352	male	disomic	n/a
GSM1514353	male	n/a	n/a
GSM1514354	female	disomic	n/a
GSM1514355	female	disomic	n/a
GSM1514356	female	n/a	n/a
GSM1514357	male	n/a	n/a
GSM870541	n/a	n/a	CD43+/41+/235+ progenitors generated from euploid iPSCs
GSM870542	n/a	n/a	CD43+/41+/235+ progenitors generated from euploid iPSCs
GSM870543	n/a	n/a	CD43+/41+/235+ progenitors generated from euploid iPSCs
GSM870544	n/a	trisomic	CD43+/41+/235+ progenitors generated from Trisomy 21 iPSCs
GSM870545	n/a	trisomic	CD43+/41+/235+ progenitors generated from Trisomy 21 iPSCs
GSM870546	n/a	trisomic	CD43+/41+/235+ progenitors generated from Trisomy 21 iPSCs
GSM873212	female	disomic	peripheral blood mononuclear cell
GSM873213	male	disomic	peripheral blood mononuclear cell
GSM873214	male	disomic	peripheral blood mononuclear cell
GSM873215	male	disomic	peripheral blood mononuclear cell
GSM873216	male	disomic	peripheral blood mononuclear cell
GSM873217	female	disomic	peripheral blood mononuclear cell
GSM873218	female	disomic	peripheral blood mononuclear cell
GSM873219	female	disomic	peripheral blood mononuclear cell
GSM873220	male	disomic	peripheral blood mononuclear cell
GSM873221	male	disomic	peripheral blood mononuclear cell
GSM873222	male	disomic	peripheral blood cell
GSM873223	female	disomic	peripheral blood cell
GSM873224	female	disomic	peripheral blood cell
GSM873225	female	disomic	peripheral blood cell
GSM873226	female	disomic	peripheral blood cell
GSM873227	female	disomic	peripheral blood mononuclear cell
GSM873228	male	disomic	peripheral blood mononuclear cell
GSM873229	male	disomic	peripheral blood mononuclear cell
GSM873230	male	disomic	peripheral blood mononuclear cell
GSM873231	male	disomic	peripheral blood mononuclear cell
GSM873232	male	disomic	peripheral blood mononuclear cell
GSM873233	female	disomic	peripheral blood mononuclear cell
GSM873234	male	disomic	peripheral blood mononuclear cell
GSM873235	female	disomic	peripheral blood mononuclear cell
GSM873236	male	disomic	peripheral blood mononuclear cell
GSM873237	male	disomic	peripheral blood mononuclear cell
GSM873238	female	disomic	peripheral blood mononuclear cell
GSM873239	female	disomic	peripheral blood mononuclear cell
GSM873240	male	disomic	peripheral blood mononuclear cell
GSM873241	male	disomic	peripheral blood mononuclear cell
GSM873242	male	disomic	peripheral blood cell
GSM873243	male	disomic	peripheral blood cell
GSM873244	female	disomic	peripheral blood cell
GSM873245	male	disomic	peripheral blood cell
GSM873246	male	disomic	peripheral blood cell
GSM873247	female	disomic	peripheral blood cell
GSM873248	female	disomic	peripheral blood cell
GSM901041	n/a	n/a	hematopoietic cell
GSM901042	n/a	n/a	hematopoietic cell
GSM901043	n/a	n/a	hematopoietic cell
GSM901044	n/a	n/a	hematopoietic cell
GSM901045	n/a	n/a	hematopoietic cell
